,Drug,SMILES
6904,LY456236,COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1
6905,JNJ-17203212,O=C(Nc1ccc(C(F)(F)F)cn1)N1CCN(c2ncccc2C(F)(F)F)CC1
6906,fendiline,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
6907,CCR2 antagonist 4,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(Cc2ccc(Cl)cc2)C1
6908,(20S)-Protopanaxatriol,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@]12C
6909,Glyceryl monostearate,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO
6910,CCMQ,O=C(O)Cc1cc2ccccc2nc1C(=O)O
6911,LPA2 antagonist 1,Cc1csc2c(N[C@@H](C)CN3CCN(S(=O)(=O)c4ccc(Cl)c(Cl)c4)CC3)ncnc12
6912,Ochromycinone,C[C@@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1
6913,Kuromanine,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
6914,Icilin,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O
6915,WAY-629,c1cc2c3c(c1)c1c(n3CCNC2)CCCC1
6916,SU9516,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2
6917,PHENOL RED,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
6918,Falnidamol,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1
6919,menatetrenone,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O
6920,93076-89-2,Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1
6921,Cdk1/5 Inhibitor,Nc1n[nH]c2nc3ccccc3nc12
6922,Nitenpyram,CCN(Cc1ccc(Cl)nc1)/C(=C/[N+](=O)[O-])NC
6923,Micafungin (sodium),CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)[O-])c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)C([C@@H](C)O)NC4=O)cc3)no2)cc1.[Na+]
6924,"3,4-Dimethoxyphenethylamine",COc1ccc(CCN)cc1OC
6925,Thioperamide,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
6926,HEMADO,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1
6927,Tyrphostin AG 835,C[C@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1
6928,Bakuchiol,C=C[C@@](C)(/C=C/c1ccc(O)cc1)CCC=C(C)C
6929,Pyrrolidine-1-carbonitrile,N#CN1CCCC1
6930,Octreotide acetate,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1
6931,btp2,Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1
6932,221243-82-9,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21
6933,1-Aminocyclopropanecarboxylic acid,NC1(C(=O)O)CC1
6934,Arg-gly-asp-ser,N=C(N)NCCC[C@H](N)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O
6935,Sorbinil,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1
6936,Flindokalner,COc1ccc(Cl)cc1[C@]1(F)C(=O)Nc2cc(C(F)(F)F)ccc21
6937,4-Hydroxyquinazoline,O=c1[nH]cnc2ccccc12
6938,2-Methylserotonin,Cc1[nH]c2ccc(O)cc2c1CCN
6939,DADLE,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
6940,158985-00-3,Clc1ccc(N2CCN(Cc3c[nH]c4ncccc34)CC2)cc1
6941,Amphotericin B lipid complex,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2
6942,Bms 182874,Cc1noc(NS(=O)(=O)c2cccc3c(N(C)C)cccc23)c1C
6943,DAZOXIBEN,O=C(O)c1ccc(OCCn2ccnc2)cc1
6944,Fpl-55712,CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O
6945,Ticrynafen,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl
6946,(R)-alpha-Methylhistamine,C[C@@H](N)Cc1c[nH]cn1
6947,arcyriaflavin a,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
6948,673-50-7,CNCCc1cnc[nH]1
6949,PROQUAZONE,Cc1ccc2c(-c3ccccc3)nc(=O)n(C(C)C)c2c1
6950,DAPH,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21
6951,SC-560,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
6952,Rimiducid,CC[C@H](C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCNC(=O)COc2cccc([C@@H](CCc3ccc(OC)c(OC)c3)OC(=O)[C@@H]3CCCCN3C(=O)[C@@H](CC)c3cc(OC)c(OC)c(OC)c3)c2)c1)c1cc(OC)c(OC)c(OC)c1
6953,Ro 19-4603,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccsc2C1=O
6954,TIOTIDINE,C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1
6955,nu2058,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1
6956,Alvimopan monohydrate,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
6957,Isamoltan,CC(C)NCC(O)COc1ccccc1-n1cccc1
6958,CP-376395,CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C
6959,Ro 106-9920,[O-][S+](c1ccccc1)c1ccc2nnnn2n1
6960,Isepamicin sulphate,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CN)OC[C@]1(C)O
6961,Tauroursodeoxycholic acid,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
6962,FIACITABINE,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)cc1I
6963,Croconazole,C=C(c1ccccc1OCc1cccc(Cl)c1)n1ccnc1
6964,snap,CC(=O)NC(C(=O)O)C(C)(C)SN=O
6965,BMS CCR2 22,CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2NC(=O)CNC(=O)c2cc(C(F)(F)F)ccc2NC(=O)NC(C)C)cc1
6966,"2,4-dinitrophenol",O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1
6967,muscimol,NCc1cc(O)no1
6968,9-Aminocamptothecin,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(N)cccc3nc2-1
6969,TIARAMIDE,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1
6970,L-aspartic acid,N[C@@H](CC(=O)O)C(=O)O
6971,AJ 76,CCCN[C@@H]1CCc2c(OC)cccc2[C@@H]1C
6972,4-Iododexetimide,O=C1CCC(c2ccccc2)(C2CCN(Cc3ccc(I)cc3)CC2)C(=O)N1
6973,kainic acid,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O
6974,Zamifenacin,c1ccc(C(O[C@@H]2CCCN(CCc3ccc4c(c3)OCO4)C2)c2ccccc2)cc1
6975,4-Methylhistamine,Cc1nc[nH]c1CCN
6976,3-Methyl-GABA,CC(CN)CC(=O)O
6977,salicylamide,NC(=O)c1ccccc1O
6978,FR-122047,COc1ccc(-c2nc(C(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1
6979,alpha-methyl-5-HT,CC(N)Cc1c[nH]c2ccc(O)cc12
6980,SB 221284,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
6981,(S)-AMPA,Cc1onc(O)c1C[C@H](N)C(=O)O
6982,Polyinosinic acid,O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
6983,Trim,FC(F)(F)c1ccccc1-n1ccnc1
6984,dihydrotestosterone,C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
6985,CHEMBL277927,C=CCN1CC[C@]2(C)c3cc(O)ccc3CC1[C@@H]2C
6986,celiprolol,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
6987,7440-71-3,NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
6988,Phenindamine,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12
6989,ACIFRAN,CC1(c2ccccc2)OC(C(=O)O)=CC1=O
6990,Clorindione,O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1
6991,UNII-QQYOR9S587,CCCN(CCC)[C@@H]1CCc2c(OC)cccc2[C@@H]1C
6992,Suritozole,Cn1nc(-c2cccc(F)c2)n(C)c1=S
6993,CFM-2,COc1cc2c(cc1OC)C(c1ccc(N)cc1)=NNC(=O)C2
6994,INDORAMIN,O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
6995,L-alanine,C[C@H](N)C(=O)O
6996,Selfotel,O=C(O)[C@H]1C[C@@H](CP(=O)(O)O)CCN1
6997,CHEMBL279841,COc1ccccc1N1CCN(CCCCN2C(=O)CCC2=O)CC1
6998,ENPROFYLLINE,CCCn1c(=O)[nH]c(=O)c2[nH]cnc21
6999,QUISQUALIC ACID,N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O
7000,n-oleoylethanolamine,CCCCCCCC/C=C\CCCCCCCC(=O)NCCO
7001,Apafant,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
7002,salicyl alcohol,OCc1ccccc1O
7003,Homoquinolinic acid,O=C(O)Cc1cccnc1C(=O)O
7004,CP-339818,CCCCC/N=c1\ccn(Cc2ccccc2)c2ccccc12
7005,Tabimorelin,CNC(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](Cc1ccc2ccccc2c1)N(C)C(=O)/C=C/CC(C)(C)N
7006,170569-86-5,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1
7007,"1,3-Di-o-tolylguanidine",Cc1ccccc1NC(=N)Nc1ccccc1C
7008,estradiol benzoate,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
7009,Tesaglitazar,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O
7010,GGTI298,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12
7011,Flucloxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[Na+]
7012,Cinalukast,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O
7013,creatine,CN(CC(=O)O)C(=N)N
7014,DEHYDROACETIC ACID,CC(=O)C1C(=O)C=C(C)OC1=O
7015,O-phospho-L-serine,N[C@@H](COP(=O)(O)O)C(=O)O
7016,8-Hydroxy-pipat,CCCN(C/C=C/I)C1CCc2cccc(O)c2C1
7017,Mifobate,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
7018,SB-206606,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1
7019,CHEMBL284795,Cc1sc(C)c2c1CCC=C2c1c[nH]cn1
7020,Ibotenic acid,NC(C(=O)O)c1cc(O)no1
7021,58816-69-6,CCOC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1ccccc1
7022,CCPA,OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
7023,D-serine,N[C@H](CO)C(=O)O
7024,Biapenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12
7025,4-P-PDOT,CCC(=O)NC1Cc2ccccc2C(c2ccccc2)C1
7026,PAOPA,NC(=O)CN1CC[C@@H](NC(=O)[C@@H]2CCCN2)C1=O
7027,2-Chloroadenosine,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
7028,Skf-77434,C=CCN1CCc2cc(O)c(O)cc2[C@H](c2ccccc2)C1
7029,ML 10302,COc1cc(N)c(Cl)cc1C(=O)OCCN1CCCCC1
7030,quinolinic acid,O=C(O)c1cccnc1C(=O)O
7031,Deracoxib,COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F
7032,hypericin,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65
7033,luzindole,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12
7034,aminopurvalanol A,CC(C)[C@H](CO)Nc1nc(Nc2cc(N)cc(Cl)c2)c2ncn(C(C)C)c2n1
7035,Diclofensine hydrochloride,COc1ccc2c(c1)CN(C)CC2c1ccc(Cl)c(Cl)c1
7036,CHEMBL287327,O=C(Nc1ccccc1)N[C@H]1C[C@H](C(=O)O)Nc2cc(Cl)cc(Cl)c21
7037,CO-102862,NC(=O)N/N=C/c1ccc(Oc2ccc(F)cc2)cc1
7038,Gallic acid,O=C(O)c1cc(O)c(O)c(O)c1
7039,Sutezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1
7040,"(2S,4R)-4-Methylglutamic acid",C[C@H](C[C@H](N)C(=O)O)C(=O)O
7041,CHEMBL288246,CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
7042,BROMINDIONE,O=C1c2ccccc2C(=O)C1c1ccc(Br)cc1
7043,2-Iodomelatonin,COc1ccc2[nH]c(I)c(CCNC(C)=O)c2c1
7044,Fosbretabulin disodium,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-].[Na+].[Na+]
7045,Clomesone,CS(=O)(=O)CS(=O)(=O)OCCCl
7046,Quinagolide hydrochloride,CCCN1C[C@@H](NS(=O)(=O)N(CC)CC)C[C@@H]2Cc3c(O)cccc3C[C@H]21
7047,A77636,NC[C@@H]1O[C@H](C23CC4CC(CC(C4)C2)C3)Cc2c1ccc(O)c2O
7048,ROSOXACIN,CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21
7049,Obidoxime,O/N=C/c1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1.[Cl-].[Cl-]
7050,792173-99-0,Cc1nc2ccc(NC(=O)Nc3ccnc4cccnc34)cc2o1
7051,L-threonine,C[C@@H](O)[C@H](N)C(=O)O
7052,L-leucine,CC(C)C[C@H](N)C(=O)O
7053,LOXORIBINE,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)nc(O)c21
7054,MANDELIC ACID,O=C(O)[C@H](O)c1ccccc1
7055,"1-chloro-2,4-dinitrobenzene",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
7056,2-METHYLIMIDAZOLE,Cc1ncc[nH]1
7057,Amthamine,Cc1nc(N)sc1CCN
7058,Ravuconazole,C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
7059,THYMOL,Cc1ccc(C(C)C)c(O)c1
7060,Win 64338,CCCC[P+](CCCC)(CCCC)Cc1ccc(NC(=O)[C@H](Cc2ccc3ccccc3c2)N/C(=N/C2CCCCC2)NC2CCCCC2)cc1
7061,CHEMBL294649,Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c2ccccc21
7062,GR 103691,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1
7063,Y-29794 OXALATE,CC(C)c1ccc(C(=O)c2cccs2)c(SCCCCCCCCN(C)C)n1
7064,Naltriben,Oc1ccc2c3c1O[C@H]1c4oc5ccccc5c4C[C@@]4(O)C(C2)N(CC2CC2)CC[C@]314
7065,ORBIFLOXACIN,C[C@H]1CN(c2c(F)c(F)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
7066,Pleconaril,Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1
7067,7013-05-0,NC[C@@H](O)CC(=O)O
7068,kenpaullone,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
7069,Antalarmin,CCCCN(CC)c1nc(C)nc2c1c(C)c(C)n2-c1c(C)cc(C)cc1C
7070,Opc 21268,CC(=O)NCCCOc1ccc(C(=O)N2CCC(N3C(=O)CCc4ccccc43)CC2)cc1
7071,aphidicolin,C[C@]12CC[C@@H](O)[C@@](C)(CO)[C@@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO
7072,l-isoleucine,CCC(C)C(N)C(=O)O
7073,Pirodavir,CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1
7074,Tafenoquine,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1
7075,kynurenic acid,O=C(O)c1cc(=O)c2ccccc2[nH]1
7076,TALOPRAM,CNCCCC1(c2ccccc2)OC(C)(C)c2ccccc21
7077,PD-173212,CC(C)C[C@@H](C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NC(C)(C)C)N(C)Cc1ccc(C(C)(C)C)cc1
7078,CHEMBL299879,O=[N+]([O-])c1ccccc1S(=O)(=O)NC[C@H]1CC[C@H](CNCC2CCc3ccccc3C2)CC1
7079,Levopropoxyphene,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C
7080,ICI 192605,O=C(O)CC/C=C\C[C@@H]1CO[C@H](c2ccccc2Cl)O[C@@H]1c1ccccc1O
7081,Arteether,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
7082,3-MPPI,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c([nH]c4ccccc43)c2=O)CC1
7083,ST 91,CCc1cccc(CC)c1NC1=NCCN1
7084,Pibenzimol,CN1CCN(c2ccc3[nH]c(-c4ccc5[nH]c(-c6ccc(O)cc6)nc5c4)nc3c2)CC1
7085,(R)-Baclofen,NC[C@H](CC(=O)O)c1ccc(Cl)cc1
7086,melanocyte-inhibiting factor,CC(C)CC(NC(=O)C1CCCN1)C(=O)NCC(N)=O
7087,17alpha-Hydroxyprogeoterone,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
7088,Securinine,O=C1C=C2C=C[C@@H]3C[C@@]2(O1)[C@H]1CCCCN31
7089,WAY-161503,O=C1Nc2cc(Cl)c(Cl)cc2N2CCNC[C@H]12
7090,"2,3,5,6-Tetramethylpyrazine",Cc1nc(C)c(C)nc1C
7091,Spectrum_001616,NC[C@H]1O[C@H](O[C@H]2C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
7092,cholesterol,CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
7093,Spectrum_000293,C[C@]12CCC3C(CC[C@]4(O)C[C@@H](O)CC[C@]34C=O)[C@@]1(O)CCC2C1=CC(=O)OC1
7094,Prasterone acetate,CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC(=O)[C@@]4(C)CCC32)C1
7095,Spectrum2_000918,CN[C@H]1C[C@@H](N)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H]3OC4(O[C@@H]3[C@@H]2O)O[C@H](C(N)CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1O
7096,QUININE ETHYL CARBONATE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
7097,beta-Escin,C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O
7098,TANNIC ACID,O=C(OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
7099,phenylbiguanide,Cl.N=C(N)NC(=N)Nc1ccccc1
7100,SR-05000001570,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
7101,NAD+,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
7102,Spectrum_000032,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O
7103,Spectrum_000907,CCCCCC(=O)O[C@]1(C(C)=O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
7104,Dihydrostreptomycin sulfate,CN[C@@H]1C(OC2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)OC(C)[C@]2(O)CO)OC(CO)C(O)C1O
7105,"L-GLUCONO-1,5-LACTONE",O=C1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
7106,313-06-4,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1
7107,LSM-21654,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5O)N3[C@@H]1O
7108,selamectin,CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)C1O
7109,Epicinchonine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12
7110,FLUMETHAZONE PIVALATE,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
7111,Spectrum_001572,CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5CC5[C@]4(C)C3CC[C@@]21C
7112,teniposide,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
7113,Grapiprant,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
7114,Sotagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
7115,Elbasvir,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C
7116,Gemcitabine elaidate,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
7117,Tirasemtiv,C#Cc1cnc2nc(O)n(C(CC)CC)c2n1
7118,CP 93129,Oc1ccc2[nH]cc(C3=CCNCC3)c2n1
7119,PND-1186,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F
7120,LSM-1910,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3
7121,Tolonidine,Cc1ccc(N=C2NCCN2)c(Cl)c1
7122,sarcosine,CNCC(=O)O
7123,SB 218078,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1
7124,Clothiapine,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
7125,Ro 25-6981,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1
7126,BUPRANOLOL,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
7127,Tryptanthrin,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
7128,78033-08-6,COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C
