,Unnamed: 0,Drug,SMILES,feature
6279,6200,Levomefolate calcium,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1.[Ca+2],[0. 1. 0. ... 0. 0. 0.]
6280,6201,Lurasidone hydrochloride,Cl.O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,[0. 0. 0. ... 0. 0. 1.]
6281,6202,Apomorphine hydrochloride,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl,[0. 0. 0. ... 0. 0. 0.]
6282,6203,ACDPP,CN(C)c1nc(N)c(C(=O)Nc2cccnc2)nc1Cl,[0. 0. 0. ... 0. 0. 0.]
6283,6204,CPA inhibitor,O=C(O)C(Cc1ccccc1)CN(O)C(=O)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
6284,6205,CHEMBL1617363,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)N1Cc3ccccc3NC1=O)C2,[0. 1. 0. ... 0. 0. 0.]
6285,6206,cefamandole nafate,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1.[Na+],[0. 1. 0. ... 0. 0. 0.]
6286,6207,homatropine bromide,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,[0. 1. 0. ... 0. 0. 0.]
6287,6208,CHEMBL1618199,C[N+](C)(C)CCCCCNCC12CC3CC(CC(C3)C1)C2,[0. 0. 0. ... 0. 0. 0.]
6288,6209,citicoline,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O,[0. 0. 0. ... 0. 0. 0.]
6289,6210,eucatropine,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,[0. 1. 0. ... 0. 0. 0.]
6290,6211,4-tert-Butylphenol,CC(C)(C)c1ccc(O)cc1,[0. 0. 0. ... 0. 0. 0.]
6291,6212,CINPA1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,[0. 0. 0. ... 0. 0. 0.]
6292,6213,Tomelukast,CCCc1c(OCCCCc2nnn[nH]2)ccc(C(C)=O)c1O,[0. 0. 0. ... 0. 0. 0.]
6293,6214,Ro 04-5595,COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2,[0. 0. 0. ... 0. 0. 0.]
6294,6215,"2,3-DIMERCAPTO-1-PROPANESULFONIC ACID",O=S(=O)(O)CC(S)CS,[0. 1. 0. ... 0. 0. 0.]
6295,6216,PSB-11,CC[C@@H]1CN2C(=O)N(C)c3nc(-c4ccccc4)[nH]c3C2=N1,[0. 0. 0. ... 0. 0. 0.]
6296,6217,84467-54-9,CC(C)CC(N)C1(c2ccc(Cl)cc2)CCC1,[0. 1. 0. ... 0. 0. 0.]
6297,6218,8-Br-cAMP,Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1O,[0. 0. 0. ... 0. 0. 0.]
6298,6219,Gabapentin enacarbil,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,[0. 1. 1. ... 0. 0. 0.]
6299,6220,439288-66-1,CCOc1c2c(c(OCC)c3ccccc13)C(=O)N(c1ccc(CC(=O)NS(=O)(=O)c3ccccc3)cc1)C2,[0. 0. 0. ... 0. 0. 0.]
6300,6221,LY2365109,CN(CCOc1ccc(-c2ccc3c(c2)OCO3)cc1C(C)(C)C)CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
6301,6222,LY 344864,CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1,[0. 1. 0. ... 0. 0. 0.]
6302,6223,Robalzotan,NC(=O)c1ccc(F)c2c1C[C@@H](N(C1CCC1)C1CCC1)CO2,[0. 0. 0. ... 1. 0. 0.]
6303,6224,Foropafant,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1,[0. 1. 0. ... 0. 0. 0.]
6304,6225,W-54011,COc1ccc2c(c1)C(C(=O)N(Cc1ccc(N(C)C)cc1)c1ccc(C(C)C)cc1)CCC2,[0. 1. 0. ... 0. 0. 0.]
6305,6226,WAY-213613,N[C@@H](CC(=O)Nc1ccc(Oc2cc(F)c(F)cc2Br)cc1)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
6306,6227,TBA-354,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,[0. 0. 0. ... 0. 0. 0.]
6307,6228,GSK163090,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,[0. 0. 0. ... 0. 0. 0.]
6308,6229,Fexinidazole,CSc1ccc(OCc2ncc([N+](=O)[O-])n2C)cc1,[0. 0. 0. ... 0. 0. 0.]
6309,6230,TC ASK 10,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,[0. 0. 0. ... 0. 0. 0.]
6310,6231,Pumosetrag,O=C(N[C@H]1CN2CCC1CC2)c1c[nH]c2ccsc2c1=O,[0. 0. 1. ... 0. 0. 0.]
6311,6232,AD-5467,CC(C)c1cccc2c1OC(C(C)C)C(=S)N2CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
6312,6233,Psoralen,O=c1ccc2cc3ccoc3cc2o1,[0. 0. 0. ... 0. 0. 0.]
6313,6234,PHCCC,O=C(Nc1ccccc1)C12CC1/C(=N\O)c1ccccc1O2,[0. 0. 0. ... 0. 0. 0.]
6314,6235,"2-Amino-1,3,4-thiadiazole",Nc1nncs1,[0. 0. 0. ... 0. 0. 0.]
6315,6236,4-Fluoro-DL-glutamic acid,N[C@@H](C[C@@H](F)C(=O)O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
6316,6237,TC-I 2014,FC(F)(F)c1ccccc1-c1cc(C(F)(F)F)c2[nH]c(C3=NOC4(CCCCC4)C3)nc2c1,[0. 0. 1. ... 0. 0. 0.]
6317,6238,N-Acetyl-Neuraminic Acid,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,[0. 1. 0. ... 0. 0. 0.]
6318,6239,TCS 21311,CC(C)(O)C(=O)N1CCN(c2ccc(C(F)(F)F)c(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c2)CC1,[0. 1. 0. ... 0. 0. 0.]
6319,6240,Bhsar-SP,CC(C)C[C@H](NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCS(C)(=O)=O)C(N)=O,[0. 1. 0. ... 0. 0. 0.]
6320,6241,TERPIN,CC1(O)CCC(C(C)(C)O)CC1,[0. 0. 0. ... 0. 0. 0.]
6321,6242,Piperaquine phosphate,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,[0. 0. 0. ... 0. 0. 0.]
6322,6243,AFN-1252,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CCC(=O)N3)oc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
6323,6244,Quiflapon,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,[0. 0. 0. ... 0. 0. 0.]
6324,6245,Lactitol monohydrate,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,[0. 1. 0. ... 0. 0. 0.]
6325,6246,Fosamprenavir,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,[0. 1. 0. ... 0. 0. 0.]
6326,6247,Cgs 15943,Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,[0. 0. 0. ... 0. 0. 0.]
6327,6248,EPPTB,CCOc1cccc(NC(=O)c2ccc(N3CCCC3)c(C(F)(F)F)c2)c1,[0. 0. 0. ... 0. 0. 0.]
6328,6249,Nitecapone,CC(=O)C(=Cc1cc(O)c(O)c([N+](=O)[O-])c1)C(C)=O,[0. 0. 0. ... 0. 0. 0.]
6329,6250,CJ 033466,Cc1cn2c(N)c(Cl)cc(C(=O)NCC3CCN(CC(C)C)CC3)c2n1,[0. 1. 0. ... 0. 0. 0.]
6330,6251,913842-25-8,CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)/N=c2\sccn2COP(=O)(O)O)cc1F,[0. 0. 0. ... 0. 0. 0.]
6331,6252,MK-5046,O[C@@](Cc1nc(CC2(C(F)(F)F)CC2)c[nH]1)(c1ccc(-n2cccn2)cc1)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
6332,6253,TC-SP 14,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5F)ccc4s3)c(F)c2)C1,[0. 0. 0. ... 1. 0. 0.]
6333,6254,ERK5-IN-1,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,[0. 0. 0. ... 0. 0. 0.]
6334,6255,2-Iodohippuric acid,O=C(O)CNC(=O)c1ccccc1I,[0. 0. 0. ... 0. 0. 0.]
6335,6256,"3,5-dinitrocatechol",O=[N+]([O-])c1cc(O)c(O)c([N+](=O)[O-])c1,[0. 0. 0. ... 0. 0. 0.]
6336,6257,hydrocortisone butyrate,CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[0. 0. 0. ... 0. 0. 0.]
6337,6258,NH125,CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[I-],[0. 0. 0. ... 0. 0. 0.]
6338,6259,VU0360172,O=C(NC1CCC1)c1ccc(C#Cc2cccc(F)c2)nc1,[0. 0. 0. ... 0. 0. 0.]
6339,6260,2-ketoglutaric acid,O=C(O)CCC(=O)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
6340,6261,Oritavancin diphosphate,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O[C@H]3C[C@](C)(N)[C@@H](O)[C@H](C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(NCc3ccc(-c4ccc(Cl)cc4)cc3)[C@@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,[0. 1. 0. ... 0. 0. 0.]
6341,6262,BGB659,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,[0. 0. 0. ... 0. 0. 0.]
6342,6263,Allopurinol riboside,O=c1[nH]cnc2c1cnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,[0. 0. 0. ... 0. 0. 0.]
6343,6264,TTP 22,Cc1ccc(-c2csc3ncnc(SCCC(=O)O)c23)cc1,[0. 0. 0. ... 0. 0. 0.]
6344,6265,SR-95639A,c1ccc2c(c1)CCCc1cc(NCCN3CCOCC3)nnc1-2,[0. 0. 0. ... 0. 0. 0.]
6345,6266,Omadacycline (hydrochloride),CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,[0. 0. 0. ... 0. 0. 0.]
6346,6267,524-95-8,NCCOB(c1ccccc1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
6347,6268,DIETHYLPROPION,CCN(CC)C(C)C(=O)c1ccccc1.Cl,[0. 1. 0. ... 0. 0. 0.]
6348,6269,250266-51-4,CCCNCCc1ccc(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1,[0. 0. 0. ... 0. 0. 0.]
6349,6270,niceritrol,O=C(OCC(COC(=O)c1cccnc1)(COC(=O)c1cccnc1)COC(=O)c1cccnc1)c1cccnc1,[0. 0. 0. ... 0. 0. 0.]
6350,6271,Methylprednisolone aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[0. 0. 0. ... 0. 0. 0.]
6351,6272,"2,2,2-Tribromoethanol",OCC(Br)(Br)Br,[0. 0. 0. ... 0. 0. 0.]
6352,6273,NSC697923,Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1,[0. 0. 0. ... 0. 0. 0.]
6353,6274,TRICHLOROISOCYANURIC ACID,O=c1n(Cl)c(=O)n(Cl)c(=O)n1Cl,[0. 0. 0. ... 0. 0. 0.]
6354,6275,ML213,Cc1cc(C)c(NC(=O)C2CC3CCC2C3)c(C)c1,[0. 0. 0. ... 0. 0. 1.]
6355,6276,Otenzepad,CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,[0. 0. 0. ... 0. 0. 0.]
6356,6277,Etebenecid,CCN(CC)S(=O)(=O)c1ccc(C(=O)O)cc1,[0. 0. 0. ... 0. 0. 0.]
6357,6278,264233-05-8,COC(=O)c1cnn(-c2ccc(F)cc2F)c1/C=N/NC(=S)NC(C)(C)C,[0. 0. 0. ... 0. 0. 0.]
6358,6279,"Naphtho[1,2-d]thiazol-2-amine",Nc1nc2c(ccc3ccccc32)s1,[0. 0. 0. ... 0. 0. 0.]
6359,6280,CHLORALOSE,OCC(O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O,[0. 1. 0. ... 0. 0. 0.]
6360,6281,Dothiepin,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,[0. 0. 0. ... 0. 0. 0.]
6361,6282,Lidocaine N-methyl hydrochloride,Cc1cccc(C)c1NC(=O)C[N+](C)(C)C.[Cl-],[0. 0. 0. ... 0. 0. 0.]
6362,6283,U-54494A,CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@@H]1N1CCCC1,[0. 0. 0. ... 0. 0. 0.]
6363,6284,Ginkgolide A,C[C@@H]1C(=O)O[C@H]2CC34[C@H]5C[C@@H](C(C)(C)C)[C@]36[C@@H](OC(=O)[C@@H]6O)O[C@@]4(C(=O)O5)[C@]21O,[0. 0. 0. ... 0. 1. 0.]
6364,6285,Sch 58261,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,[0. 0. 0. ... 0. 0. 0.]
6365,6286,Pecazine,CC(=O)O.CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,[0. 0. 0. ... 0. 0. 0.]
6366,6287,Pirlindole,CS(=O)(=O)O.Cc1ccc2c(c1)c1c3n2CCNC3CCC1,[0. 0. 0. ... 0. 0. 0.]
6367,6288,Atropine methyl nitrate,C[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-],[0. 1. 0. ... 0. 0. 0.]
6368,6289,"1,4-BUTANEDIOL",OCCCCO,[0. 0. 0. ... 0. 0. 0.]
6369,6290,Enisamium iodide,C[n+]1ccc(C(=O)NCc2ccccc2)cc1.[I-],[0. 0. 0. ... 0. 0. 0.]
6370,6291,Carsalam,O=c1[nH]c(=O)c2ccccc2o1,[0. 0. 0. ... 0. 0. 0.]
6371,6292,Cyclovalone,COc1cc(/C=C2\CCC/C(=C\c3ccc(O)c(OC)c3)C2=O)ccc1O,[0. 0. 0. ... 0. 0. 0.]
6372,6293,1355026-60-6,FCc1ccc(OCCOc2ccc(Cl)cc2Cl)c(Cl)n1,[0. 0. 0. ... 0. 0. 0.]
6373,6294,Nitarsone,O=[N+]([O-])c1ccc([As](=O)(O)O)cc1,[0. 0. 0. ... 0. 0. 0.]
6374,6295,DOTA,O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,[0. 0. 0. ... 0. 0. 0.]
6375,6296,METHYLPHENIDATE HYDROCHLORIDE,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,[0. 1. 0. ... 0. 0. 0.]
6376,6297,MLS001181386,CC12CCC(C(=O)N(CCCCN3CCN(c4ccccn4)CC3)C1=O)C2(C)C,[0. 0. 0. ... 0. 0. 0.]
6377,6298,trepibutone,CCOc1cc(OCC)c(C(=O)CCC(=O)O)cc1OCC,[0. 0. 0. ... 0. 0. 0.]
6378,6299,PERFLUOROOCTANOIC ACID,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[0. 0. 0. ... 0. 0. 0.]
6379,6300,ML218,CC(C)(C)CCN1C[C@H]2[C@H](CNC(=O)c3cc(Cl)cc(Cl)c3)[C@H]2C1,[0. 0. 0. ... 0. 0. 0.]
6380,6301,"Methyl 2,5-dihydroxycinnamate",COC(=O)/C=C/c1cc(O)ccc1O,[0. 0. 0. ... 0. 0. 0.]
6381,6302,Quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,[0. 1. 0. ... 0. 0. 0.]
6382,6303,Traxoprodil,C[C@@H]([C@@H](O)c1ccc(O)cc1)N1CCC(O)(c2ccccc2)CC1,[0. 1. 0. ... 0. 0. 0.]
6383,6304,2-Hydroxyethyl salicylate,O=C(OCCO)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
6384,6305,Metrizoic acid,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,[0. 0. 0. ... 1. 0. 0.]
6385,6306,Etafenone,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
6386,6307,N6022,Cc1cc(C(N)=O)ccc1-n1c(CCC(=O)O)ccc1-c1ccc(-n2ccnc2)cc1,[0. 0. 0. ... 0. 0. 0.]
6387,6308,TC-F 2,CCn1c(=O)n([C@H]2CCCN(c3nccc(-c4cc5ccccc5o4)n3)C2)c2ccccc21,[0. 0. 0. ... 0. 0. 0.]
6388,6309,Lutein,CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,[0. 0. 0. ... 0. 0. 0.]
6389,6310,DL-Adrenaline,CNCC(O)c1ccc(O)c(O)c1,[0. 1. 0. ... 0. 0. 0.]
6390,6311,Amylocaine,CCC(C)(CN(C)C)OC(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
6391,6312,FURSULTIAMINE,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,[0. 0. 0. ... 0. 0. 0.]
6392,6313,Hyoscine N-oxide,C[N+]1([O-])[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,[0. 1. 0. ... 0. 0. 0.]
6393,6314,8-bromo-cGMP,Nc1nc(O)c2nc(Br)n([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2n1,[0. 0. 0. ... 0. 0. 0.]
6394,6315,Tropanserin,Cc1cc(C)cc(C(=O)O[C@@H]2C[C@@H]3CC[C@H](C2)N3C)c1,[0. 1. 0. ... 0. 0. 0.]
6395,6316,Osemozotan,c1ccc2c(c1)OC[C@H](CNCCCOc1ccc3c(c1)OCO3)O2,[0. 0. 0. ... 0. 0. 0.]
6396,6317,Bilastine,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,[0. 0. 0. ... 0. 0. 0.]
6397,6318,Donitriptan,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,[0. 0. 0. ... 0. 0. 0.]
6398,6319,CH-223191,Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1,[0. 0. 0. ... 0. 0. 0.]
6399,6320,timolol,CC(C)(C)NC[C@@H](O)COc1nsnc1N1CCOCC1,[0. 1. 0. ... 0. 0. 0.]
6400,6321,ZOMETAPINE,Cc1nn(C)c2c1C(c1cccc(Cl)c1)=NCCN2,[0. 0. 0. ... 0. 0. 0.]
6401,6322,tocainide,Cc1cccc(C)c1NC(=O)C(C)N,[0. 1. 0. ... 0. 0. 0.]
6402,6323,Levomepromazine,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,[0. 1. 0. ... 0. 0. 0.]
6403,6324,CHEMBL1836102,Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
6404,6325,NKP608,O=C(N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccc(Cl)cc2)C1)c1ccnc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
6405,6326,SHA 68,O=C(NCc1ccc(F)cc1)N1CCN2C(=O)OC(c3ccccc3)(c3ccccc3)[C@@H]2C1,[0. 0. 0. ... 0. 0. 0.]
6406,6327,merbarone,O=C1NC(=S)NC(=O)C1C(=O)Nc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
6407,6328,Amtolmetin guacil,COc1ccccc1OC(=O)CNC(=O)Cc1ccc(C(=O)c2ccc(C)cc2)n1C,[0. 1. 0. ... 0. 0. 0.]
6408,6329,Ertugliflozin,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
6409,6330,SC-78080,COCCN1CCC(C(=O)NO)(S(=O)(=O)c2ccc(Oc3ccc(OC(F)(F)F)cc3)cc2)CC1,[0. 0. 0. ... 0. 0. 0.]
6410,6331,Oncrasin-1,O=Cc1cn(Cc2ccc(Cl)cc2)c2ccccc12,[0. 0. 0. ... 0. 0. 0.]
6411,6332,APD668,CC(C)OC(=O)N1CCC(Oc2ncnc3c2cnn3-c2ccc(S(C)(=O)=O)cc2F)CC1,[0. 1. 0. ... 0. 0. 0.]
6412,6333,6-iodo-nordihydrocapsaicin,CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,[0. 0. 0. ... 0. 0. 0.]
6413,6334,17374-26-4,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,[0. 0. 0. ... 0. 0. 0.]
6414,6335,Atropine oxide,C[N+]1([O-])C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,[0. 1. 0. ... 0. 0. 0.]
6415,6336,3-bromopyruvic acid,O=C(O)C(=O)CBr,[0. 0. 0. ... 0. 0. 0.]
6416,6337,CHEMBL1778663,Cc1cc(Nc2cc(C)c(C#N)c(N[C@@H](C)CCCC(C)(C)O)n2)n[nH]1,[0. 1. 0. ... 0. 0. 0.]
6417,6338,PYRANTEL,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,[0. 0. 0. ... 0. 0. 0.]
6418,6339,Tarafenacin D-tartrate,O=C(O[C@H]1CN2CCC1CC2)N(Cc1cc(F)c(F)c(F)c1)c1cccc(F)c1,[0. 0. 0. ... 0. 0. 0.]
6419,6340,CHEMBL1779732,Cc1cc(CN)cc(C)c1NC(=O)c1ccc(-c2cc(Cl)ccc2Cl)o1,[0. 0. 0. ... 0. 0. 0.]
6420,6341,Y 134,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,[0. 1. 0. ... 0. 0. 0.]
6421,6342,JTE 907,CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c12,[0. 0. 0. ... 0. 0. 0.]
6422,6343,75667-84-4,CC(=O)N1CC[N+](C)(C)CC1.[I-],[0. 0. 0. ... 0. 0. 0.]
6423,6344,HKI 357,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,[0. 0. 0. ... 0. 0. 0.]
6424,6345,Blonanserin,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,[0. 0. 1. ... 0. 0. 0.]
6425,6346,4-Phenyl-1-(4-phenylbutyl)piperidine,O=C(O)/C=C\C(=O)O.c1ccc(CCCCN2CCC(c3ccccc3)CC2)cc1,[0. 0. 0. ... 0. 0. 0.]
6426,6347,4F 4PP oxalate,O=C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCCCc2ccccc2)CC1,[0. 0. 0. ... 0. 0. 0.]
6427,6348,Zeneca ZD7114,COCCNC(=O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1,[0. 1. 0. ... 0. 0. 0.]
6428,6349,Norastemizole,Br.Br.Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1,[0. 0. 0. ... 0. 0. 0.]
6429,6350,Brilliant green,CCN(CC)c1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccccc2)cc1.O=S(=O)([O-])O,[0. 0. 0. ... 0. 0. 1.]
6430,6351,Compound 401,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,[0. 0. 0. ... 0. 0. 0.]
6431,6352,Phortress,Cc1cc(-c2nc3cc(F)ccc3s2)ccc1NC(=O)[C@@H](N)CCCCN.Cl.Cl,[0. 1. 0. ... 0. 0. 0.]
6432,6353,D-glucaric acid,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
6433,6354,oxalacetic acid,O=C(O)CC(=O)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
6434,6355,cyclocreatine,NC1=NCCN1CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
6435,6356,LDN-27219,NNC(=O)CSc1nc2scc(-c3ccccc3)c2c(=O)n1-c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
6436,6357,Methylenediphosphonic acid,O=P(O)(O)CP(=O)(O)O,[0. 0. 0. ... 0. 0. 0.]
6437,6358,NGD 98-2,CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC,[0. 1. 0. ... 0. 0. 0.]
6438,6359,ALX-5407,CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
6439,6360,Spizofurone,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,[0. 0. 0. ... 0. 0. 0.]
6440,6361,Toloxatone,Cc1cccc(N2CC(CO)OC2=O)c1,[0. 0. 0. ... 0. 0. 0.]
