,dname,smiles
7099,TANNIC ACID,O=C(OC[C@H]1O[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
7100,phenylbiguanide,Cl.N=C(N)NC(=N)Nc1ccccc1
7101,SR-05000001570,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NCCCCC2NC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
7102,NAD+,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
7103,Spectrum_000032,NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)C1O
7104,Spectrum_000907,CCCCCC(=O)O[C@]1(C(C)=O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C
7105,Dihydrostreptomycin sulfate,CN[C@@H]1C(OC2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)OC(C)[C@]2(O)CO)OC(CO)C(O)C1O
7106,"L-GLUCONO-1,5-LACTONE",O=C1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
7107,313-06-4,C[C@]12CCC3c4ccc(O)cc4CCC3C1CC[C@@H]2OC(=O)CCC1CCCC1
7108,LSM-21654,CC[C@H]1C2CC3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2C5O)N3[C@@H]1O
7109,selamectin,CO[C@H]1CC(O[C@@H]2/C(C)=C/C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N/O)[C@H]4OC/C(=C\C=C\[C@@H]2C)[C@@]34O)O[C@@H](C)C1O
7110,Epicinchonine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12
7111,FLUMETHAZONE PIVALATE,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
7112,Spectrum_001572,CC(=O)[C@@]1(O)CCC2C3C=C(Cl)C4=CC(=O)[C@@H]5CC5[C@]4(C)C3CC[C@@]21C
7113,teniposide,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O
7114,Grapiprant,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
7115,Sotagliflozin,CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
7116,Elbasvir,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4c[nH]c([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)n4)ccc32)c[nH]1)C(C)C
7117,Gemcitabine elaidate,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
7118,Tirasemtiv,C#Cc1cnc2nc(O)n(C(CC)CC)c2n1
7119,CP 93129,Oc1ccc2[nH]cc(C3=CCNCC3)c2n1
7120,PND-1186,CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C(F)(F)F
7121,LSM-1910,O=C1CCCC2C3CC(CN12)[C@@H]1CCCCN1C3
7122,Tolonidine,Cc1ccc(N=C2NCCN2)c(Cl)c1
7123,sarcosine,CNCC(=O)O
7124,SB 218078,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1
7125,Clothiapine,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1
7126,Ro 25-6981,C[C@@H](CN1CCC(Cc2ccccc2)CC1)[C@@H](O)c1ccc(O)cc1
7127,BUPRANOLOL,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1
7128,Tryptanthrin,O=C1c2ccccc2-n2c1nc1ccccc1c2=O
7129,78033-08-6,COCc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C
7130,JHW-007,CCCCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2
7131,"ICI 215,001 hydrochloride",Cl.O=C(O)COc1ccc(OCCNC[C@H](O)COc2ccccc2)cc1
7132,Bleomycin sulfate,Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)[C@@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1.O=S(=O)(O)O
7133,"2'-Deoxy-5,6-dihydro-5-azacytidine",NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)CN1
7134,Mavoglurant,COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1
7135,1445251-22-8,C[C@@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1
7136,ME0328,C[C@H](NC(=O)CCc1nc2ccccc2c(=O)[nH]1)c1ccccc1
7137,1246525-60-9,O=C(Nc1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1
7138,Mirk-IN-1,COc1ncc2cc(C(=O)Nc3cc(C(=O)NCc4cccc(Cl)c4)ccc3Cl)c(=O)[nH]c2n1
7139,AF38469,Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1
7140,Bipenamol,NCc1ccccc1Sc1ccccc1CO
7141,NS9283,N#Cc1cccc(-c2nc(-c3cccnc3)no2)c1
7142,PFK-015,O=C(/C=C/c1ccc2ccccc2n1)c1ccncc1
7143,3PO,O=C(/C=C/c1cccnc1)c1ccncc1
7144,saccharin,O=C1NS(=O)(=O)c2ccccc21
7145,DMP 777,CCC[C@@H](NC(=O)N1C(=O)C(CC)(CC)[C@@H]1Oc1ccc(C(=O)N2CCN(C)CC2)cc1)c1ccc2c(c1)OCO2
7146,castanospermine,O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O
7147,Relebactam,O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O
7148,7-Chlorokynurenic acid,O=C(O)c1cc(O)c2ccc(Cl)cc2n1
7149,Dofequidar fumarate,O=C(C(c1ccccc1)c1ccccc1)N1CCN(CC(O)COc2cccc3ncccc23)CC1.O=C(O)/C=C/C(=O)O
7150,saclofen,NCC(CS(=O)(=O)O)c1ccc(Cl)cc1
7151,Benzo[b]thiophene-2-carboxylic acid,O=C(O)c1cc2ccccc2s1
7152,Ombitasvir,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(C)(C)C)cc2)cc1)C(C)C
7153,Eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC
7154,Licarbazepine,NC(=O)N1c2ccccc2C[C@@H](O)c2ccccc21
7155,6-Chrysenamine,Nc1cc2c3ccccc3ccc2c2ccccc12
7156,RU-SKI 43,CCC(C)CNCC(=O)N1CCc2sccc2C1COc1cccc(C)c1
7157,Bromosporine,CCOC(=O)Nc1cc(-c2ccc(C)c(NS(C)(=O)=O)c2)nn2c(C)nnc12
7158,Mdl-29951,O=C(O)CCc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12
7159,AHU-377 hemicalcium salt,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O
7160,VAL-083,O[C@H]([C@@H]1CO1)[C@@H](O)[C@H]1CO1
7161,Encenicline hydrochloride,Cl.O=C(N[C@H]1CN2CCC1CC2)c1cc2cccc(Cl)c2s1
7162,Indolophenanthridine,CN1Cc2ccccc2[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
7163,Amodiaquine hydrochloride,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl
7164,Ribostamycin sulfate,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O
7165,AZIMILIDE DIHYDROCHLORIDE,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl.Cl
7166,Butacaine sulfate,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1.O=S(=O)(O)O
7167,BW A4C,CC(=O)N(O)C/C=C/c1cccc(Oc2ccccc2)c1
7168,Emd-53998,COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)SC4C)ccc32)cc1OC
7169,97730-95-5,N#Cc1cc2c(OCC(O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1
7170,Phenibut,NCC(CC(=O)O)c1ccccc1
7171,TEPOXALIN,COc1ccc(-n2nc(CCC(=O)N(C)O)cc2-c2ccc(Cl)cc2)cc1
7172,SDZ SER-082,CN1CC[C@@H]2CN3CCc4cccc(c43)[C@@H]2C1
7173,Co-101244,Cc1ccc(CC2(O)CCN(CCOc3ccc(O)cc3)CC2)cc1
7174,L-701324,O=c1[nH]c2cc(Cl)ccc2c(O)c1-c1cccc(Oc2ccccc2)c1
7175,HEMATOPORPHYRIN,CC1=C(CCC(=O)O)c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5C(C)O)c(C)c4C(C)O)C(C)=C3CCC(=O)O
7176,edoxudine,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
7177,51229-78-8,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2.[Cl-]
7178,METHICILLIN SODIUM,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.O.[Na+]
7179,Tonabersat,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)c(Cl)c1)[C@H](O)C(C)(C)O2
7180,ALMITRINE,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O
7181,Buparvaquone,CC(C)(C)C1CCC(CC2=C(O)C(=O)c3ccccc3C2=O)CC1
7182,2-Monoolein,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
7183,Trap-101,CCn1c(=O)n(C2=C(CO)CN(CC3CCCCCCC3)CC2)c2ccccc21
7184,SULBACTAM PIVOXIL,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)CC2S(=O)(=O)C1(C)C
7185,sivelestat sodium hydrate,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.O.O.O.O.[Na+]
7186,Pramipexole dihydrochloride monohydrate,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O
7187,Troclosene sodium,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
7188,Garenoxacin mesylate hydrate,CS(=O)(=O)O.C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.O
7189,Xaliproden,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
7190,CEFTRIAXONE SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1.O.O.O.[Na+].[Na+]
7191,Potassium oxonate,O=C([O-])c1nc(O)nc(O)n1.[K+]
7192,SODIUM ACRYLATE,C=CC(=O)[O-].[Na+]
7193,Span 60,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
7194,Eltoprazine hydrochloride,Cl.c1cc2c(c(N3CCNCC3)c1)OCCO2
7195,Norethisterone enanthate,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
7196,cinnamaldehyde,O=CC=Cc1ccccc1
7197,Alcuronium,C=CC[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/[C@H]7C[C@H]8[C@@]9(CC[N@@+]8(CC=C)C/C7=C/CO)c7ccccc7N(/C=C(/[C@@H](C[C@@H]31)/C(=C\CO)C2)[C@H]54)[C@@H]69.[Cl-].[Cl-]
7198,Dimemorfan,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O=P(O)(O)O
7199,fosfomycin calcium,C[C@@H]1O[C@@H]1P(=O)([O-])[O-].[Ca+2]
7200,MK-0812 (Succinate),CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1.O=C(O)CCC(=O)O
7201,Tirofiban hydrochloride monohydrate,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O.Cl.O
7202,PHENYLPROPANOLAMINE HYDROCHLORIDE,C[C@@H](N)[C@@H](O)c1ccccc1.Cl
7203,Cetaben,CCCCCCCCCCCCCCCCNc1ccc(C(=O)O)cc1
7204,155648-60-5,O=P(O)(O)C(O)(Cc1cnc2ccccn12)P(=O)(O)O
7205,FPA-124,NC(=S)N/N=C/c1coc2ccccc2c1=O
7206,stf 083010,O=S(=O)(/N=C/c1c(O)ccc2ccccc12)c1cccs1
7207,Salsolidine,COc1cc2c(cc1OC)C(C)NCC2
7208,sbha,O=C(CCCCCCC(=O)NO)NO
7209,S 18986,O=S1(=O)N[C@H]2CCCN2c2ccccc21
7210,7-Methylxanthine,Cn1cnc2nc(O)nc(O)c21
7211,p38 MAP Kinase Inhibitor III,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@@H](C)c3ccccc3)c2)[nH]1
7212,UNII-9B7G9F1T4T,Cl.Cl.Fc1ccc(C(OCCN2CCN(C/C=C/c3ccccc3)CC2)c2ccc(F)cc2)cc1
7213,MK-0773,CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6cccnc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12
7214,T-5224,O=C(O)CCc1cc(C(=O)c2ccc(OC3CCCC3)cc2O)ccc1OCc1ccc2c(O)noc2c1
7215,lumateperone Tosylate,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12.Cc1ccc(S(=O)(=O)O)cc1
7216,344458-15-7,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1.Cl
7217,327062-46-4,Nc1ncc(Cc2ccc(Br)cc2)s1
7218,JNJ-37822681,Fc1ccc(CN2CCC(Nc3ccc(C(F)(F)F)nn3)CC2)cc1F
7219,Capadenoson,N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1
7220,210755-45-6,CC(C)(NS(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1)C(=O)NO
7221,Ro 48-8071 fumarate,C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)c(F)c1.O=C(O)/C=C/C(=O)O
7222,rosmarinic acid,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O
7223,Benzoylacetonitrile,N#CCC(=O)c1ccccc1
7224,NPY 5RA972,Cc1c(NC(=O)N2CCOCC2)ccc2c1c1ccccc1n2C(C)C
7225,Methyl 4-hydroxybenzoate,COC(=O)c1ccc(O)cc1
7226,BI 224436,Cc1nc2ccccc2c(-c2ccc3c4c(ccnc24)CCO3)c1[C@H](OC(C)(C)C)C(=O)O
7227,MBX-2982,CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1
7228,ESI-09,CC(C)(C)c1cc(C(=O)/C(C#N)=N/Nc2cccc(Cl)c2)no1
7229,WAY 170523,Cc1cc(C)c(N(Cc2ccccc2)S(=O)(=O)c2ccc(OCCNC(=O)c3cc4ccccc4o3)cc2)c(C(=O)NO)c1
7230,Alarelin (Acetate),CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1
7231,302-23-8,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
7232,Eterobarb,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
7233,Sodium ferulate,COc1cc(/C=C/C(=O)O)ccc1O
7234,benzyldimethyloctylammonium,CCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-]
7235,CPCCOEt,CCOC(=O)C12CC1/C(=N\O)c1ccccc1O2
7236,2-(2-Aminoethyl)pyridine,NCCc1ccccn1
7237,Lasofoxifene tartrate,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
7238,467458-02-2,Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1
7239,Deltarasin,c1ccc(Cn2c(-c3ccc(OC[C@H](C4CCNCC4)n4c(-c5ccccc5)nc5ccccc54)cc3)nc3ccccc32)cc1
7240,K145 (hydrochloride),CCCCOc1ccc(CC/C=C2\SC(=O)N(CCN)C2=O)cc1
7241,SU 4312,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1
7242,PF-5190457,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1
7243,CHEMBL83954,COc1cc(N)c(Cl)cc1C(=O)OCCCN1CCCCC1.Cl
7244,1334719-95-7,CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1
7245,Glycyl-l-glutamine,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O
7246,Temsavir,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12
7247,Basimglurant,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
7248,Carbetocin,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OC)cc2)NC(=O)CCCSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O
7249,dalbavancin B0,CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O
7250,INT-767,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCOS(=O)(=O)O)[C@@H]2[C@@H]1O
7251,2-Undecenoic acid,CCCCCCCC/C=C/C(=O)O
7252,4egi-1,O=C(O)/C(Cc1ccccc1[N+](=O)[O-])=N/Nc1nc(-c2ccc(Cl)c(Cl)c2)cs1
7253,03/06/6326,Cc1ccc(S(=O)(=O)NC2c3ccccc3Oc3ccccc32)cc1
7254,GSK137647A,COc1ccc(S(=O)(=O)Nc2c(C)cc(C)cc2C)cc1
7255,DMH4,c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1
7256,N-Acetyltryptamine,CC(=O)NCCc1c[nH]c2ccccc12
7257,Dixanthogen,CCOC(=S)SSC(=S)OCC
7258,Isoxepac,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2
7259,N2-Methyl-L-arginine,CN[C@@H](CCCNC(=N)N)C(=O)O
7260,SB 328437,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12
7261,N-phenylthiophene-2-carboximidamide,N=C(Nc1ccccc1)c1cccs1
7262,HEXAMETHONIUM BROMIDE,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
7263,UNC2025 (hydrochloride),CCCCNc1ncc2c(-c3ccc(CN4CCN(C)CC4)cc3)cn([C@H]3CC[C@H](O)CC3)c2n1.Cl
7264,NTRC-824,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)c(C(=O)C(F)(F)F)cn3CC(=O)N[C@@H](CC(C)C)C(=O)O)cc1
7265,MY-5445,Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1
7266,LY-288513,O=C1NN(C(=O)Nc2ccc(Br)cc2)[C@@H](c2ccccc2)[C@@H]1c1ccccc1
7267,3-Phenoxypyridine,c1ccc(Oc2cccnc2)cc1
7268,alpha-Asarone,C/C=C/c1cc(OC)c(OC)cc1OC
7269,DMeOB,COc1cccc(/C=N/N=C/c2cccc(OC)c2)c1
7270,CHEMBL3334990,Clc1cccc(/C=N/N=C/c2cccc(Cl)c2)c1
7271,NHI 2,COC(=O)c1cc2c(C(F)(F)F)cc(-c3ccccc3)cc2n1O
7272,JNJ-40411813,CCCCn1ccc(N2CCC(c3ccccc3)CC2)c(Cl)c1=O
7273,2-Ethyl-3-hydroxy-6-methylpyridine,CCc1nc(C)ccc1O
7274,MK-3697,COc1ccc(CNC(=O)c2cc(-c3cncc(C)c3)ncc2-c2nccs2)nc1OC
7275,PSNCBAM-1,O=C(Nc1ccc(Cl)cc1)Nc1cccc(-c2cccc(N3CCCC3)n2)c1
7276,1621175-65-2,CNc1nc(NCc2ccc(NS(C)(=O)=O)cc2Cl)cc(-c2ccccn2)n1
7277,1373215-15-6,CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1
7278,Budipine,CC(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
7279,Ranirestat,O=C1C[C@@]2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1cccn12
7280,Pasireotide (ditrifluoroacetate),NCCCC[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2C[C@@H](OC(=O)NCCN)CN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC1=O
7281,CHEMBL3349991,O=C(O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1
7282,DCPIB,CCCC[C@@]1(C2CCCC2)Cc2cc(OCCCC(=O)O)c(Cl)c(Cl)c2C1=O
7283,(R)-(+)-HA-966,N[C@@H]1CCN(O)C1=O
7284,2-Cyanopyrimidine,N#Cc1ncccn1
7285,Pyrimidine-4-carbonitrile,N#Cc1ccncn1
7286,1287665-58-0,Cc1cc(-c2nc(C(=O)Nc3cn(C4CCOCC4)nc3C(N)=O)co2)ccn1.Cl
7287,AZ5104,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
7288,RQ-00203078,O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc(C(F)(F)F)cc2Cl)cc1
7289,ginsenoside C-K,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
7290,JW 642,O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2cccc(Oc3ccccc3)c2)CC1
7291,NVP-HSP990,COc1cccc(-c2cc(F)ccc2[C@H]2Cc3nc(N)nc(C)c3C(=O)N2)n1
7292,A61603,CS(=O)(=O)Nc1c(O)ccc2c1CCC[C@H]2C1=NCCN1
7293,121346-32-5,COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)c4ccccc4n3C)cc2)cc1OC
7294,uridine triphosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
7295,154563-54-9,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F
7296,1-Azakenpaullone,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1
7297,GR 113808,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc21
7298,Paritaprevir,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1
7299,CHEMBL3391735,C[N+](C)(CCOc1ccccc1)Cc1ccccc1.O=C([O-])c1ccc2ccccc2c1O
7300,5'-Guanidinonaltrindole,Cl.N=C(N)Nc1ccc2[nH]c3c(c2c1)C[C@@]1(O)[C@H]2Cc4ccc(O)c5c4[C@@]1(CCN2CC1CC1)[C@H]3O5
7301,ZnPT,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2]
